"-1450/-25
"	"58
"	div
"61/1
"	"61
"	div
"14/39
"	"14/39
"	div
"12/1
"	"12
"	div
"18318/-6
"	"-3053
"	div
"1024/-512
"	"-2
"	div
"-75/1
"	"-75
"	div
"5/880
"	"1/176
"	div
"-305/10
"	"-61/2
"	div
"0/77
"	"0
"	div
"155/2
"	"155/2
"	div
"1350/-450
"	"-3
"	div
"-4417/631
"	"-7
"	div
"-840/6
"	"-140
"	div
"3/1248
"	"1/416
"	div
"0/-1380
"	"0
"	div
"-320/-5
"	"64
"	div
"-123/41
"	"-3
"	div
"13305/-5
"	"-2661
"	div
"-26/-28
"	"13/14
"	div
"5250/-375
"	"-14
"	div
"-800/4
"	"-200
"	div
"85/2
"	"85/2
"	div
"0/722
"	"0
"	div
"1316/-329
"	"-4
"	div
"-38/135
"	"-38/135
"	div
"3377/-11
"	"-307
"	div
"846/5
"	"846/5
"	div
"20/1
"	"20
"	div
"1838/-3
"	"-1838/3
"	div
"2328/1164
"	"2
"	div
"-557/40
"	"-557/40
"	div
"-41/8
"	"-41/8
"	div
"202/25
"	"202/25
"	div
"-203/-7
"	"29
"	div
"-1/7
"	"-1/7
"	div
"85/21
"	"85/21
"	div
"5/-82
"	"-5/82
"	div
"41649/-3
"	"-13883
"	div
"-227/2
"	"-227/2
"	div
"3364/-1682
"	"-2
"	div
"-1/1
"	"-1
"	div
"81/-4
"	"-81/4
"	div
"234/18
"	"13
"	div
"4/1679
"	"4/1679
"	div
"-1152/48
"	"-24
"	div
"31370/2
"	"15685
"	div
"3492/2
"	"1746
"	div
"-60/-12
"	"5
"	div
"74/-2
"	"-37
"	div
"2/160
"	"1/80
"	div
"5/360
"	"1/72
"	div
"3720/-6
"	"-620
"	div
"-336/-21
"	"16
"	div
"-139/4
"	"-139/4
"	div
"724/-3
"	"-724/3
"	div
"315/63
"	"5
"	div
"82/-2
"	"-41
"	div
"-5/-64
"	"5/64
"	div
"110/-13
"	"-110/13
"	div
"-1112/278
"	"-4
"	div
"-104/13
"	"-8
"	div
"63/-7
"	"-9
"	div
"-1008/-144
"	"7
"	div
"-212/4
"	"-53
"	div
"-12558/-483
"	"26
"	div
"-5/-140
"	"1/28
"	div
"-144/-48
"	"3
"	div
"6578/-3
"	"-6578/3
"	div
"-2/213
"	"-2/213
"	div
"513/-5
"	"-513/5
"	div
"30/1
"	"30
"	div
"314/-2
"	"-157
"	div
"-883/-12
"	"883/12
"	div
"-946/-6
"	"473/3
"	div
"2448/-1
"	"-2448
"	div
"1/798
"	"1/798
"	div
"-74/2
"	"-37
"	div
"2097/-233
"	"-9
"	div
"-450/-6
"	"75
"	div
"909/909
"	"1
"	div
"-263/4
"	"-263/4
"	div
"-227/-10
"	"227/10
"	div
"-323/17
"	"-19
"	div
"3195/639
"	"5
"	div
"-10/17
"	"-10/17
"	div
"51/51
"	"1
"	div
"5888/-64
"	"-92
"	div
"527/-3
"	"-527/3
"	div
"-10/-658
"	"5/329
"	div
"-1520/5
"	"-304
"	div
"1094/-1
"	"-1094
"	div
"1335/-267
"	"-5
"	div
"-2560/-512
"	"5
"	div
"-3282/1641
"	"-2
"	div
"311/-311
"	"-1
"	div
"16/-53
"	"-16/53
"	div
"-5/-140
"	"1/28
"	div
"68/-25
"	"-68/25
"	div
"244/4
"	"61
"	div
"-12/-2
"	"6
"	div
"1701/567
"	"3
"	div
"441/20
"	"441/20
"	div
"-24/-12
"	"2
"	div
"6068/-3034
"	"-2
"	div
"-3/-202
"	"3/202
"	div
"-335/67
"	"-5
"	div
"-10/12
"	"-5/6
"	div
"26120/4
"	"6530
"	div
"-9646/371
"	"-26
"	div
"18876/4
"	"4719
"	div
"-24/-15
"	"8/5
"	div
"-39/1
"	"-39
"	div
"8420/4
"	"2105
"	div
"-1/306
"	"-1/306
"	div
"-339/-113
"	"3
"	div
"1/-201
"	"-1/201
"	div
"-10/71
"	"-10/71
"	div
"137/50
"	"137/50
"	div
"4/2248
"	"1/562
"	div
"1015/1
"	"1015
"	div
"-309/-35
"	"309/35
"	div
"67/67
"	"1
"	div
"-557/1
"	"-557
"	div
"-2344/-586
"	"4
"	div
"-4/-70
"	"2/35
"	div
"1/264
"	"1/264
"	div
"30/-10
"	"-3
"	div
"661/-661
"	"-1
"	div
"34/5
"	"34/5
"	div
"-391/4
"	"-391/4
"	div
"20375/-1
"	"-20375
"	div
"9423/-1047
"	"-9
"	div
"0/-88
"	"0
"	div
"-24132/-6
"	"4022
"	div
"-555/-111
"	"5
"	div
"25/8
"	"25/8
"	div
"1129/10
"	"1129/10
"	div
"1420/1
"	"1420
"	div
"-89/-4
"	"89/4
"	div
"-144/-48
"	"3
"	div
"-967/-12
"	"967/12
"	div
"-4332/4
"	"-1083
"	div
"5965/-1193
"	"-5
"	div
"-5/-10
"	"1/2
"	div
"-32/4
"	"-8
"	div
"-45/24
"	"-15/8
"	div
