204/(-2856) - 2/((-1540)/(-785))	-12/11	mixed
(-96)/(-10)*(-1365)/(-7644)	12/7	mixed
(81/(-9) + 8)/((-1026)/(-162))	-3/19	mixed
(-151)/9 + 2/(-9) + 2832 + -2835	-20	mixed
2/(-20)*2*(2 - 5)*240/(-756)	-4/21	mixed
((-29)/((-348)/(-7)) - (-3)/12)/(1/(-5))	5/3	mixed
3288/2877 - 188/(-56)	9/2	mixed
1119 + -1122 - (-3 + 13/6)	-13/6	mixed
-11 + (((-12)/(-27))/2 - 50706/(-1458))	24	mixed
12564/792 - 16 - 5/(-10)	4/11	mixed
1 + 7/(-2) + (-54)/92 - -3	-2/23	mixed
(3 - 4*4/32)/((112/14)/(-24))	-15/2	mixed
((-98982)/(-1755))/((-12)/(-10))	47	mixed
18 + (51/(-187) - 3612/66)	-37	mixed
(-32)/8 + 47 + -73 + 79	49	mixed
((-2)/26)/((-173)/(70411/222)) + (-2)/12	-1/39	mixed
(7 + (0 - 5) + 3)*20/150	2/3	mixed
366/198 + ((-184)/60 - -2 - 48/80)	2/11	mixed
((-570)/54 - -11)*(7 - (-1265)/(-180))	-1/81	mixed
49665/(-860)*(-8)/22	21	mixed
12340/260 + -71 + 24	6/13	mixed
1/(-22) + ((-276094)/(-572))/37	13	mixed
((-174)/56 + (13 - 10))*(-7)/924*-32	-2/77	mixed
((-4)/3)/(850/(-51) + 16)	2	mixed
7 - ((-572)/(-208) - 2)*(-64)/(-6)	-1	mixed
(299 - 279)*(-5)/8600*-4	2/43	mixed
(-56)/1092 - 0 - 474/(-117)	4	mixed
(6578/(-105248))/((-6)/3*6/64)	1/3	mixed
(215/10 + -5)*(8/(-6))/(-3 + 1)	11	mixed
-28 - (-1260)/(10 - -10)	35	mixed
-13 + 1022/70 + (-141)/(-15)	11	mixed
1940/(-11640)*(2 - (-6)/9)	-4/9	mixed
-1*56/24*120/35*5/70	-4/7	mixed
(-52)/(-5) - 18/(-2)*(-17 + 16)	7/5	mixed
(3/2)/(((-2500)/50)/1100)	-33	mixed
2*((-10)/36 + 26/(-117))*-13	13	mixed
(-3 - (-1)/1)/((-6182)/(-46365))	-15	mixed
66/3*(1308/24 + -53)	33	mixed
87626/11380 + 3/10	8	mixed
12/(-8)*(-14)/(-21)*(19 + (-3608)/198)	-7/9	mixed
(652/8802)/((12/(-45))/4)	-10/9	mixed
346/70 + (-230)/(-69)*(-42)/28	-2/35	mixed
(((-280)/50)/(-4))/((-6)/120)	-28	mixed
(-26)/(-1170)*(-1 + 1)	0	mixed
(954/312)/(1485/180) + (-18)/39	-1/11	mixed
48 + (-7 + -16 - -11)	36	mixed
44/11*(-1185)/(-135) + 40/(-36) + 1	35	mixed
(593/(-2965))/((-1)/95)	19	mixed
((-10)/2 - (-49)/((-588)/72))/(7/28)	-44	mixed
(1/(-242))/(158/869)	-1/44	mixed
((-129)/66 + 2)/((-6225)/3150 + 15/7)	3/11	mixed
39238/(-1633) + (-30)/(-1065)	-24	mixed
(22 + (-4935)/168)/((-7)/(-4)) - -4	-3/14	mixed
(-13 - (-108)/9) + -7 + (9 - -7)	8	mixed
((64/(-17))/2 - (-158)/79)/(5 + -4)	2/17	mixed
154/77*((-6)/(-4) + (-10)/1)	-17	mixed
22 + -26 + 15 + (-378)/34 + 1228/34	36	mixed
((-4)/(-40))/(1/(-96)) - (-163 - -150)	17/5	mixed
(-438)/(-14) - 0 - (-17440)/24416	32	mixed
44/(-6) - 185754/(-23499)	4/7	mixed
2/(0 - 15/6)*195/(-936)	1/6	mixed
(-10)/6*131/(-5895) - 86/864	-1/16	mixed
((-2)/(-5))/((-8)/30)*79/474	-1/4	mixed
(2/(-6))/((-690)/97290)	47	mixed
(10570/350 - 29) + 2*18/(-20)	-3/5	mixed
((-6)/(-265))/(((-1782)/17820)/(2/(-12)))	2/53	mixed
(-2*5/95 - (-2229)/171*3)*1	39	mixed
7 - (41 + -54 + 10)	10	mixed
40/18*(20 - (27 + -2) - -4)	-20/9	mixed
(57/11)/(7149/(-52426))	-38	mixed
261/24 + (-6 - 30*14/84)	-1/8	mixed
(630/(-18) - 7)*(14 - 15)	42	mixed
(5402/3285)/(70/36*3 - 5) + -2	-2/75	mixed
(-3)/((-60)/(-8) - -3) + 388/(-14)	-28	mixed
(17/(12 + 226))/(22/52) + (-8)/(-28)	5/11	mixed
-66*-4*53/318	44	mixed
(-72)/2 + (-12 - (-74 - -53))	-27	mixed
14490/(-7728)*(-4)/15	1/2	mixed
(-117)/(-702) - (806/(-132) + 3)	36/11	mixed
(-3*1*(-24)/(744/(-31)))/(12/20)	-5	mixed
7 - 1 - (-24)/88*(4 + 380/(-15))	2/11	mixed
47/(376/(-8))*(-2 + 34/8)	-9/4	mixed
(-16)/(-152) + 33/4560*-18	-1/40	mixed
1 + 0 + 5805/(-5848) - (-13)/(-104)	-2/17	mixed
16/(-20) + 72/140 + -29*(-30)/252	19/6	mixed
(-4*35/(-7308))/(85/(-102))	-2/87	mixed
(4026/(-7381))/((-6)/(-242)*-1)	22	mixed
(92/(-4186))/(17/119)	-2/13	mixed
-3*(24 - 3612/126)	14	mixed
