"-584835/-1535
"	"381
"	div
"-6523/1823
"	"-6523/1823
"	div
"-88/-165801
"	"88/165801
"	div
"-484585/16
"	"-484585/16
"	div
"420/1096
"	"105/274
"	div
"-20910073/-1
"	"20910073
"	div
"28615780/-5
"	"-5723156
"	div
"14022666/3
"	"4674222
"	div
"9369798/1
"	"9369798
"	div
"6880016/-31
"	"-221936
"	div
"-1658510/-1658510
"	"1
"	div
"22977864/588
"	"39078
"	div
"7193900/-14
"	"-513850
"	div
"7649676/22972
"	"333
"	div
"-1756467/3
"	"-585489
"	div
"-13220025/-9685
"	"1365
"	div
"-46302/39
"	"-15434/13
"	div
"12791663/1
"	"12791663
"	div
"-2358945/1395
"	"-1691
"	div
"8663510/-2
"	"-4331755
"	div
"5475/432
"	"1825/144
"	div
"8437420/-15230
"	"-554
"	div
"10627955/-163507
"	"-65
"	div
"-61740/12
"	"-5145
"	div
"-892767/6
"	"-297589/2
"	div
"-3/-503128
"	"3/503128
"	div
"-898/-5989
"	"898/5989
"	div
"-10938170/8318
"	"-1315
"	div
"-209745/60
"	"-13983/4
"	div
"15/-340321
"	"-15/340321
"	div
"-33739047/-4
"	"33739047/4
"	div
"-1932903/-6
"	"644301/2
"	div
"20377186/-4
"	"-10188593/2
"	div
"-5/4283741
"	"-5/4283741
"	div
"131376/147
"	"6256/7
"	div
"-58115/30
"	"-11623/6
"	div
"-1488490/-31670
"	"47
"	div
"-425310/-1
"	"425310
"	div
"-920/20
"	"-46
"	div
"-202444/72
"	"-50611/18
"	div
"-1688/-1615
"	"1688/1615
"	div
"-1163011/-2
"	"1163011/2
"	div
"-530100/-342
"	"1550
"	div
"9187842/-1051
"	"-8742
"	div
"-4486/-285
"	"4486/285
"	div
"-7622388/3811194
"	"-2
"	div
"-12593168/4
"	"-3148292
"	div
"-15051/-122
"	"15051/122
"	div
"13/92770
"	"13/92770
"	div
"10059175/-6115
"	"-1645
"	div
"-54/322263
"	"-6/35807
"	div
"-233532/52
"	"-4491
"	div
"-608312/-23
"	"608312/23
"	div
"0/-239231
"	"0
"	div
"-2/-4262106
"	"1/2131053
"	div
"422380/11
"	"422380/11
"	div
"2/833416
"	"1/416708
"	div
"-4651/224
"	"-4651/224
"	div
"-10934579/-69647
"	"157
"	div
"12055023/2
"	"12055023/2
"	div
"-18825/-6275
"	"3
"	div
