130134/69	1886	div
314564/1	314564	div
-33980/-10	3398	div
9/-2278	-9/2278	div
3/-2378	-3/2378	div
6161/4	6161/4	div
4805/12	4805/12	div
-59200/-50	1184	div
-31408/39	-2416/3	div
-13053/-4351	3	div
21411/3	7137	div
-1685805/55	-30651	div
-6/34970	-3/17485	div
240492/7	34356	div
-8/4199	-8/4199	div
31/-2436	-31/2436	div
-46/-38182	23/19091	div
85456/-28	-3052	div
320206/-13922	-23	div
12000/480	25	div
3559089/51581	69	div
-5/761749	-5/761749	div
73/641	73/641	div
43104/-4	-10776	div
-216450/-16650	13	div
53804/-26902	-2	div
-2/-1114229	2/1114229	div
-10092/5046	-2	div
-34861/5	-34861/5	div
41666/502	83	div
-561765/-112353	5	div
-29300/5	-5860	div
-19/-220	19/220	div
-4/-887580	1/221895	div
180202/-90101	-2	div
429/-37	-429/37	div
-460/391	-20/17	div
5/-789808	-5/789808	div
2378910/5	475782	div
25789/-17	-1517	div
84365/-16873	-5	div
93/22129	93/22129	div
507984/-507984	-1	div
-24600/6150	-4	div
1436/-579	-1436/579	div
-33/-3259	33/3259	div
843/2500	843/2500	div
2117/-3	-2117/3	div
-35/1278	-35/1278	div
-651/31	-21	div
38110/-10	-3811	div
18383/3	18383/3	div
10440/194	5220/97	div
80969/36	80969/36	div
9640/-4	-2410	div
422/3	422/3	div
-3314/11	-3314/11	div
-2827/8	-2827/8	div
32012/2	16006	div
-3394152/17	-199656	div
1962691/3	1962691/3	div
-14/67145	-14/67145	div
322584/8	40323	div
-59213/77	-769	div
-3540/20	-177	div
-2/102280	-1/51140	div
-1/262245	-1/262245	div
60024/7503	8	div
-25305/105	-241	div
107199/2	107199/2	div
-8633/-36	8633/36	div
766/-437	-766/437	div
10/16520	1/1652	div
51244/92	557	div
30461/8	30461/8	div
417096/-72	-5793	div
-4/57123	-4/57123	div
2925871/-225067	-13	div
-637916/3158	-202	div
621/207	3	div
83/-645	-83/645	div
-14260/-620	23	div
-58/-299	58/299	div
290080/-5180	-56	div
-20746/2	-10373	div
-5/19291	-5/19291	div
14/3289	14/3289	div
-387080/-4	96770	div
220/33	20/3	div
-14776/-4	3694	div
-9/339	-3/113	div
-1870839/-6429	291	div
20/47108	5/11777	div
96500/50	1930	div
-311700/-4	77925	div
52780/290	182	div
104838/-7	-104838/7	div
-2921884/-6062	482	div
-4/68166	-2/34083	div
-8/-163946	4/81973	div
-44142/6	-7357	div
1/-12909	-1/12909	div
21827/-73	-299	div
521/-628	-521/628	div
2037524/22147	92	div
899424/112428	8	div
6286/2	3143	div
49029/18	16343/6	div
22273/6	22273/6	div
34377/7	4911	div
-45144/396	-114	div
30726/6	5121	div
2814/-201	-14	div
6034/4	3017/2	div
-942543/6	-314181/2	div
-1152530/-230	5011	div
89/-18903	-89/18903	div
61134/-2658	-23	div
-828160/-414080	2	div
1/786	1/786	div
-56/-2411	56/2411	div
44517/-11	-4047	div
-33139/6	-33139/6	div
11178/138	81	div
-3201078/3	-1067026	div
-5124/-6	854	div
508/110	254/55	div
23/-18375	-23/18375	div
-544336/-5234	104	div
-190532/-437	436	div
-1000656/125082	-8	div
-5/132	-5/132	div
462448/7	66064	div
2238608/-6184	-362	div
-4773/-3	1591	div
-5937/1	-5937	div
-14756/2	-7378	div
13/333677	13/333677	div
0/-7456	0	div
1043/-149	-7	div
1/-10141	-1/10141	div
-536459/-11	48769	div
-92/-1580	23/395	div
484785/2835	171	div
-28/85389	-28/85389	div
61136/15284	4	div
-625187/3	-625187/3	div
-421488/8	-52686	div
-54234/3013	-18	div
0/-6155	0	div
-6/-51840	1/8640	div
-27264/4	-6816	div
-51909/-3	17303	div
55215/-135	-409	div
6120/180	34	div
547596/-8692	-63	div
57468/28734	2	div
