"-1.7*-3163
"	"5377.1
"	mul
"-0.425*0.03
"	"-0.01275
"	mul
"0.1*33676
"	"3367.6
"	mul
"-0.55*-1.492
"	"0.8206
"	mul
"3*30.85
"	"92.55
"	mul
"-668*0.04977
"	"-33.24636
"	mul
"-485*5
"	"-2425
"	mul
"3.60445*-5
"	"-18.02225
"	mul
"40599*0.3
"	"12179.7
"	mul
"-4*-0.08824
"	"0.35296
"	mul
"3.31*3.5
"	"11.585
"	mul
"-143232.3*-0.5
"	"71616.15
"	mul
"14514*12
"	"174168
"	mul
"-37*0.03233
"	"-1.19621
"	mul
"-387*1529
"	"-591723
"	mul
"-1310*1.708
"	"-2237.48
"	mul
"-147953.56*0.3
"	"-44386.068
"	mul
"-3*35.001
"	"-105.003
"	mul
"4903*0
"	"0
"	mul
"-0.052*-169.48
"	"8.81296
"	mul
"357087*4
"	"1428348
"	mul
"393526*1
"	"393526
"	mul
"-0.3*-8352
"	"2505.6
"	mul
"2563*-8
"	"-20504
"	mul
"18*164
"	"2952
"	mul
"5*301.37
"	"1506.85
"	mul
"9*24120
"	"217080
"	mul
"-298776*-0.2
"	"59755.2
"	mul
"-111*-428
"	"47508
"	mul
"-0.58*-3021
"	"1752.18
"	mul
"-41.46579*4
"	"-165.86316
"	mul
"-787.7*-20
"	"15754
"	mul
"-8.3*-5.3552
"	"44.44816
"	mul
"-1*616681
"	"-616681
"	mul
"28.7*17
"	"487.9
"	mul
"781361*-1
"	"-781361
"	mul
"0.0379*156
"	"5.9124
"	mul
"0.3*-27703
"	"-8310.9
"	mul
"-195*15
"	"-2925
"	mul
"-0.1486*-2.1
"	"0.31206
"	mul
"-30704*212
"	"-6509248
"	mul
"-0.14*-452.39
"	"63.3346
"	mul
"-33391*-2.4
"	"80138.4
"	mul
"-1513*30.2
"	"-45692.6
"	mul
"1084*4328
"	"4691552
"	mul
"11*-7615
"	"-83765
"	mul
"10099.08*-0.1
"	"-1009.908
"	mul
"-0.9*113.427
"	"-102.0843
"	mul
"5*-0.96346
"	"-4.8173
"	mul
"-0.4*-68.115
"	"27.246
"	mul
"-8*0.20612
"	"-1.64896
"	mul
"-2*168239
"	"-336478
"	mul
"4.331703*3
"	"12.995109
"	mul
"5*-3537.3
"	"-17686.5
"	mul
"-36*-16122
"	"580392
"	mul
"-1460*-87
"	"127020
"	mul
"8523*-13
"	"-110799
"	mul
"-0.02*-115891
"	"2317.82
"	mul
"-2168.6*9
"	"-19517.4
"	mul
"-0.1*0.925775
"	"-0.0925775
"	mul
"-0.108406*0.3
"	"-0.0325218
"	mul
"14.001*0.1
"	"1.4001
"	mul
"2.2658*-0.62
"	"-1.404796
"	mul
"-1*-464.8
"	"464.8
"	mul
"-7.827*7
"	"-54.789
"	mul
"-10*-3257
"	"32570
"	mul
"37.135*-0.3
"	"-11.1405
"	mul
"-14117.8*0.6
"	"-8470.68
"	mul
"-15*-0.065837
"	"0.987555
"	mul
"-5*579
"	"-2895
"	mul
"0.04*-2784
"	"-111.36
"	mul
"98.887*0.5
"	"49.4435
"	mul
"25.5*-0.816
"	"-20.808
"	mul
"61.1*12868
"	"786234.8
"	mul
"2097*0.037
"	"77.589
"	mul
"-9*-255.7
"	"2301.3
"	mul
"-0.9*-28379
"	"25541.1
"	mul
"106001*-1
"	"-106001
"	mul
"8383*-2
"	"-16766
"	mul
"-0.2*0.28695
"	"-0.05739
"	mul
"-12575*-1
"	"12575
"	mul
"779971*-5
"	"-3899855
"	mul
"-0.5*-108771
"	"54385.5
"	mul
"957*-13
"	"-12441
"	mul
"76*2545
"	"193420
"	mul
"65*11566
"	"751790
"	mul
"-39*1704
"	"-66456
"	mul
"15*3.9231
"	"58.8465
"	mul
"191*7288
"	"1392008
"	mul
"18.17*4.74
"	"86.1258
"	mul
"-103982*3
"	"-311946
"	mul
"0.3*14284
"	"4285.2
"	mul
"0.08728*-5
"	"-0.4364
"	mul
"-3*229.56
"	"-688.68
"	mul
"0.96*0.34425
"	"0.33048
"	mul
"1*175.86
"	"175.86
"	mul
"-381*0.4084
"	"-155.6004
"	mul
"-333101*-0.05
"	"16655.05
"	mul
"51.8*275
"	"14245
"	mul
"0.5*-2722.64
"	"-1361.32
"	mul
"-287*-15583
"	"4472321
"	mul
"-415.88*-2
"	"831.76
"	mul
"-0.108*226.36
"	"-24.44688
"	mul
"-0.5*-2.209
"	"1.1045
"	mul
"-702*-0.118
"	"82.836
"	mul
"522.79*1.3
"	"679.627
"	mul
"-0.0875*-419
"	"36.6625
"	mul
"14484*0.4
"	"5793.6
"	mul
"161265*-0.2
"	"-32253
"	mul
"-2.716005*0
"	"0
"	mul
"6620.4*1.5
"	"9930.6
"	mul
"10*42405
"	"424050
"	mul
"1410*-146
"	"-205860
"	mul
"-2.4*10855
"	"-26052
"	mul
"-60*-984
"	"59040
"	mul
"-1139*0.14
"	"-159.46
"	mul
"-2*-480.4
"	"960.8
"	mul
"-0.5*-8.989
"	"4.4945
"	mul
"17*-1194.2
"	"-20301.4
"	mul
"0.667*27
"	"18.009
"	mul
"242.2*-0.05
"	"-12.11
"	mul
"-22219*1
"	"-22219
"	mul
"-21233*0.4
"	"-8493.2
"	mul
"29*14340
"	"415860
"	mul
"-0.046*2125
"	"-97.75
"	mul
"-124*-243
"	"30132
"	mul
"6*-1768
"	"-10608
"	mul
"43*5.992
"	"257.656
"	mul
"-41354*0.3
"	"-12406.2
"	mul
"46.3*-57.2
"	"-2648.36
"	mul
"-1028*-0.24
"	"246.72
"	mul
"-2*26836
"	"-53672
"	mul
"0.04*-8.9771
"	"-0.359084
"	mul
"640*-0.017
"	"-10.88
"	mul
"-0.21*-6.662
"	"1.39902
"	mul
"-1*-117202
"	"117202
"	mul
"0.1*-24643.3
"	"-2464.33
"	mul
"-0.2*-850
"	"170
"	mul
"-0.05553*-0.44
"	"0.0244332
"	mul
"0.4*-1014
"	"-405.6
"	mul
"1252*-0.31
"	"-388.12
"	mul
"16586*5
"	"82930
"	mul
"6*-160340
"	"-962040
"	mul
"0.137*2588
"	"354.556
"	mul
"1*0.0182
"	"0.0182
"	mul
"-11.9*565
"	"-6723.5
"	mul
"0.2*-0.32327
"	"-0.064654
"	mul
"0.3*69.698
"	"20.9094
"	mul
"-69*-269.8
"	"18616.2
"	mul
"2508*-64
"	"-160512
"	mul
"0.4*-131.4
"	"-52.56
"	mul
"198*4.4
"	"871.2
"	mul
"263330*10
"	"2633300
"	mul
"-48.66*-48
"	"2335.68
"	mul
"-1313*37
"	"-48581
"	mul
"30*0.271
"	"8.13
"	mul
"0.943*-12
"	"-11.316
"	mul
"-4*7058
"	"-28232
"	mul
"-239029*0
"	"0
"	mul
"0.21*-0.246
"	"-0.05166
"	mul
"-6*29955
"	"-179730
"	mul
"-78.5*209.7
"	"-16461.45
"	mul
"-0.1*437210
"	"-43721
"	mul
"0.06*1338.17
"	"80.2902
"	mul
"5.6883*-0.3
"	"-1.70649
"	mul
"5*-560224
"	"-2801120
"	mul
"1.2*4837
"	"5804.4
"	mul
"-14*-0.085471
"	"1.196594
"	mul
"-176.62*0.048
"	"-8.47776
"	mul
"-81.352*0
"	"0
"	mul
"0.1*-11072
"	"-1107.2
"	mul
"-56.99*-0.1
"	"5.699
"	mul
"-41*-68.2
"	"2796.2
"	mul
"-3*-10113
"	"30339
"	mul
"-0.02*16.48
"	"-0.3296
"	mul
"-67116*5
"	"-335580
"	mul
"-214351*-4
"	"857404
"	mul
"-14*-1801
"	"25214
"	mul
"-11743*10
"	"-117430
"	mul
"-53*-0.228
"	"12.084
"	mul
"15*2491
"	"37365
"	mul
"-1.9*23853
"	"-45320.7
"	mul
"5*22611
"	"113055
"	mul
"0.5*497015
"	"248507.5
"	mul
"-0.4*45.77
"	"-18.308
"	mul
"0.055944*1
"	"0.055944
"	mul
"0.0448182*0
"	"0
"	mul
"0.4*-4.442
"	"-1.7768
"	mul
"-0.095*-49.9
"	"4.7405
"	mul
"4.5*350
"	"1575
"	mul
"-1989*28
"	"-55692
"	mul
"-136201*0.2
"	"-27240.2
"	mul
"0*-17.7136
"	"0
"	mul
"5*-0.87234
"	"-4.3617
"	mul
"-2.2*-6.07
"	"13.354
"	mul
"-0.25*69618
"	"-17404.5
"	mul
"20923.7*3
"	"62771.1
"	mul
"1588*-0.0017
"	"-2.6996
"	mul
"-6730*-0.07
"	"471.1
"	mul
"1*-50.067
"	"-50.067
"	mul
"32*-650.4
"	"-20812.8
"	mul
"6126*133
"	"814758
"	mul
"22*2.285
"	"50.27
"	mul
"0.041*-2988
"	"-122.508
"	mul
"2522*-425
"	"-1071850
"	mul
"4*18142
"	"72568
"	mul
"100.25*34
"	"3408.5
"	mul
"-4.6*56
"	"-257.6
"	mul
"0.1*790328
"	"79032.8
"	mul
"3*-0.053005
"	"-0.159015
"	mul
"-61251*-16
"	"980016
"	mul
"-3.09*-31
"	"95.79
"	mul
"-0.4*-0.460554
"	"0.1842216
"	mul
"-9.43*-0.162
"	"1.52766
"	mul
"-6535.25*0.2
"	"-1307.05
"	mul
"-71*3132
"	"-222372
"	mul
"7*-2292.7
"	"-16048.9
"	mul
"-460493*0.5
"	"-230246.5
"	mul
"5*8875
"	"44375
"	mul
"-6*-721
"	"4326
"	mul
"-2889.6*-0.04
"	"115.584
"	mul
"-0.3*-22075
"	"6622.5
"	mul
"1.0303*-44
"	"-45.3332
"	mul
"-1390*-4
"	"5560
"	mul
"-2*6473
"	"-12946
"	mul
"4*970758
"	"3883032
"	mul
"0.1127*168
"	"18.9336
"	mul
"0.1*-2028
"	"-202.8
"	mul
"0.2*-1573
"	"-314.6
"	mul
"-1020*-406
"	"414120
"	mul
"2*9977
"	"19954
"	mul
"3*255
"	"765
"	mul
"-0.8363593*1
"	"-0.8363593
"	mul
"1031342*0.4
"	"412536.8
"	mul
"-2035369*1
"	"-2035369
"	mul
"0.0964*3931
"	"378.9484
"	mul
"0.13*-43033
"	"-5594.29
"	mul
"-508*102
"	"-51816
"	mul
"-0.22*-1696.4
"	"373.208
"	mul
"0.2*-403296
"	"-80659.2
"	mul
"-3*4261.5
"	"-12784.5
"	mul
"-1261715*-2
"	"2523430
"	mul
"-15*-34540
"	"518100
"	mul
"-1.2*-367144
"	"440572.8
"	mul
"-0.094*245
"	"-23.03
"	mul
"-15755.3*0.5
"	"-7877.65
"	mul
"42091.18*0
"	"0
"	mul
"5422*0.4
"	"2168.8
"	mul
"42594*-26
"	"-1107444
"	mul
"-0.051*6512
"	"-332.112
"	mul
"54*0.013
"	"0.702
"	mul
"-3.3*-374.35
"	"1235.355
"	mul
"0.19209*0.01
"	"0.0019209
"	mul
"-3113*1.19
"	"-3704.47
"	mul
"-4*-7387
"	"29548
"	mul
"-0.3*744.1
"	"-223.23
"	mul
"-12904*3.4
"	"-43873.6
"	mul
"6.1264*0.4
"	"2.45056
"	mul
"-213*-481
"	"102453
"	mul
"-17.0062*0.4
"	"-6.80248
"	mul
"188*0.2922
"	"54.9336
"	mul
"1788*4
"	"7152
"	mul
"-7*31644
"	"-221508
"	mul
"-484*-6385
"	"3090340
"	mul
"9143.7*-4
"	"-36574.8
"	mul
"3*7745
"	"23235
"	mul
"1.4*64375
"	"90125
"	mul
"1505*0.56
"	"842.8
"	mul
"-5*82
"	"-410
"	mul
"3*25519
"	"76557
"	mul
"0.382164*-0.2
"	"-0.0764328
"	mul
"-0.5*-82971
"	"41485.5
"	mul
"-97.9*-0.73
"	"71.467
"	mul
"296744*0.2
"	"59348.8
"	mul
"4879*11.7
"	"57084.3
"	mul
"-142*-2.692
"	"382.264
"	mul
"-0.036*2.7
"	"-0.0972
"	mul
"32.71*-91
"	"-2976.61
"	mul
"-4*-173.67
"	"694.68
"	mul
"0.4*-0.08
"	"-0.032
"	mul
"29602*-19
"	"-562438
"	mul
"197942*-3
"	"-593826
"	mul
"649.37*2
"	"1298.74
"	mul
"0.7*28.8276
"	"20.17932
"	mul
"-2.6*-544.48
"	"1415.648
"	mul
"-32228*0.5
"	"-16114
"	mul
"-3*-10269
"	"30807
"	mul
"467*0.7
"	"326.9
"	mul
"887*-0.159
"	"-141.033
"	mul
"-3*-0.432369
"	"1.297107
"	mul
"504*-1.6
"	"-806.4
"	mul
"-3*8367
"	"-25101
"	mul
"-0.02*-0.6197
"	"0.012394
"	mul
"248012*-0.1
"	"-24801.2
"	mul
"10646*-0.2
"	"-2129.2
"	mul
"-74.9*2.17
"	"-162.533
"	mul
"-1.71641*3
"	"-5.14923
"	mul
"-1*4372
"	"-4372
"	mul
"-980414*0
"	"0
"	mul
"-5*60260
"	"-301300
"	mul
"-3*-277036
"	"831108
"	mul
"0.040303*0.11
"	"0.00443333
"	mul
"-24.385*38
"	"-926.63
"	mul
"-98*0.00516
"	"-0.50568
"	mul
"0.0122*-1022
"	"-12.4684
"	mul
"0.1268*-2164
"	"-274.3952
"	mul
"-13710.6*25
"	"-342765
"	mul
"-156977*0.5
"	"-78488.5
"	mul
"-2597*-2.51
"	"6518.47
"	mul
"2968.11*-7
"	"-20776.77
"	mul
"2*-194.429
"	"-388.858
"	mul
"-4.319*1
"	"-4.319
"	mul
"-283887*0.3
"	"-85166.1
"	mul
"-0.3*-9415
"	"2824.5
"	mul
"-0.7*60945
"	"-42661.5
"	mul
"-1248923*-2
"	"2497846
"	mul
"4587.864*1
"	"4587.864
"	mul
"0.1*-181.592
"	"-18.1592
"	mul
"397*136
"	"53992
"	mul
"344*-0.0358
"	"-12.3152
"	mul
"-0.3*-15221
"	"4566.3
"	mul
"-0.4945*0.15
"	"-0.074175
"	mul
"-336953*5
"	"-1684765
"	mul
"131720*4
"	"526880
"	mul
"-1*3905
"	"-3905
"	mul
"-250*-1289
"	"322250
"	mul
"51.74*2
"	"103.48
"	mul
