"((-581)/2324)/(2*6/(-12)*14)
"	"1/56
"	mul_div_multiple
"37/148*23/46
"	"1/8
"	mul_div_multiple
"((-3003)/198)/(2324/(-15936))
"	"104
"	mul_div_multiple
"122*(-17)/(-816)*-24
"	"-61
"	mul_div_multiple
"((6/4)/(((-3780)/160)/(-63)))/((-4)/33)
"	"-33
"	mul_div_multiple
"(31*4/(-310))/(1/2*(-16)/(-920))
"	"-46
"	mul_div_multiple
"234/(-65)*9600/720
"	"-48
"	mul_div_multiple
"(748*(-340)/(-50490))/(3/((-27)/(-12)))
"	"34/9
"	mul_div_multiple
"171/570*((6/4)/(51/136))/(-15)
"	"-2/25
"	mul_div_multiple
"(-14)/(-35)*(20/17)/(-5)*(-155)/(-62)
"	"-4/17
"	mul_div_multiple
"(((-68)/(-15))/(-34))/(301/207690)
"	"-92
"	mul_div_multiple
"(24/52)/((-18880)/(-6136))
"	"3/20
"	mul_div_multiple
"390352/(-31480)*5/2
"	"-31
"	mul_div_multiple
"3*-8*162/(-3159)
"	"16/13
"	mul_div_multiple
"(-22)/((40040/595)/(-52))
"	"17
"	mul_div_multiple
"(-727300)/(-15585)*(-2)/((-16)/(-12))
"	"-70
"	mul_div_multiple
"(((-93)/217)/((-2)/7))/((-20)/(-520))
"	"39
"	mul_div_multiple
"159/(-3816)*(-16)/12*(-2)/(-2)
"	"1/18
"	mul_div_multiple
"(2/(-72)*5)/((-324)/(-972))
"	"-5/12
"	mul_div_multiple
"(((-484)/33)/11)/(77/21*-1)
"	"4/11
"	mul_div_multiple
"(1*(-68)/(-2))/((61040/(-654))/140)
"	"-51
"	mul_div_multiple
"-1*39676/(-1308)*3/(-1)
"	"-91
"	mul_div_multiple
"(48/(-40))/((-20)/(-35))*(-28)/(-84)*-15
"	"21/2
"	mul_div_multiple
"(52122/98)/(-51)*7
"	"-73
"	mul_div_multiple
"19/(684/(-4140))*24/120
"	"-23
"	mul_div_multiple
"(132/(-21))/22*147*1/(-33)
"	"14/11
"	mul_div_multiple
"(((-201411)/(-84))/23)/((1/10)/(50/(-375)))
"	"-139
"	mul_div_multiple
"5592/(-8388)*54/(-64)
"	"9/16
"	mul_div_multiple
"(-84*12/9)/(236/(-59))
"	"28
"	mul_div_multiple
"((1364/(-403)*65/10)/2)/((-9)/(-33))
"	"-121/3
"	mul_div_multiple
"(849/566*2/(-1))/((-5)/740*-6)
"	"-74
"	mul_div_multiple
"(13/((-234)/4))/(3*(-9)/5346)
"	"44
"	mul_div_multiple
"672/144*210/5635
"	"4/23
"	mul_div_multiple
"(-40)/4*(-161)/28*13/(910/(-84))
"	"-69
"	mul_div_multiple
"24/10*(-30)/72*432/(-936)
"	"6/13
"	mul_div_multiple
"(5/(-25))/(852/(-1420))*(-117)/(-1)
"	"39
"	mul_div_multiple
"(8/42)/((38/95)/(84/(-12)))
"	"-10/3
"	mul_div_multiple
"(-44)/528*66*(-12)/187
"	"6/17
"	mul_div_multiple
"20/(((-5)/(-1))/((-273)/(-26)*324/189))
"	"72
"	mul_div_multiple
"(-49)/((-3724)/(-4750))*36/(-315)
"	"50/7
"	mul_div_multiple
"((-4)/12*29)/(100/10800*-12)
"	"87
"	mul_div_multiple
"((-414)/1380)/(9/(-9288)*18)
"	"86/5
"	mul_div_multiple
"(((-81)/21)/(-1))/(1337/(-9359))
"	"-27
"	mul_div_multiple
"(54/1)/((-17040)/(-568))
"	"9/5
"	mul_div_multiple
"12/(-306)*(-272)/(-1856)
"	"-1/174
"	mul_div_multiple
"((-16)/2*125/360*9)/1
"	"-25
"	mul_div_multiple
"105*64/5600*-5*(-46)/(-6)
"	"-46
"	mul_div_multiple
"((-2)/(-6))/(634/1902)*95
"	"95
"	mul_div_multiple
"((-8)/(-5))/(-1)*(-59255)/(-23702)
"	"-4
"	mul_div_multiple
"((-8)/(-20))/(840/(-15750))
"	"-15/2
"	mul_div_multiple
"551080/13777*((-4)/(-15))/((-3)/18)
"	"-64
"	mul_div_multiple
"-415*(-10)/500*(-13740)/1374
"	"-83
"	mul_div_multiple
"((-28)/(-140))/(2/(-15))*(196/(-1701))/(-7)
"	"-2/81
"	mul_div_multiple
"3/(-6)*((-240)/420)/((-40)/(-812))
"	"29/5
"	mul_div_multiple
"353/(-3530)*(6/4)/(36/50)
"	"-5/24
"	mul_div_multiple
"(-8)/(-50)*(-4*55/(-594))/((-728)/234)
"	"-2/105
"	mul_div_multiple
"(64/(-20))/(((-3)/(-270))/(856/3852))
"	"-64
"	mul_div_multiple
"((-175)/(11900/8959))/(17/(-16))
"	"124
"	mul_div_multiple
"(429/(-195))/((-71137)/446)
"	"2/145
"	mul_div_multiple
"((-15)/(-90)*4)/(((-8)/(-88))/(12/(-22)))
"	"-4
"	mul_div_multiple
"10989/74*(-300)/(-550)
"	"81
"	mul_div_multiple
"(4/126)/(261/(575505/98))
"	"5/7
"	mul_div_multiple
"90/4*(-18)/(-180)*(-1736)/(-4557)
"	"6/7
"	mul_div_multiple
"-8*(-3)/1040*(16/(-6))/4
"	"-1/65
"	mul_div_multiple
"((-9)/(-6)*-14*5/420)/(21/(-156))
"	"13/7
"	mul_div_multiple
"(((-6)/(-4))/(15/(-390)))/(78/(-208))
"	"104
"	mul_div_multiple
"(-294)/1470*4*(-3)/6
"	"2/5
"	mul_div_multiple
"((-8)/97*34/102*3/4)/(-1)
"	"2/97
"	mul_div_multiple
"1/((-10)/(-50)*10)*38/(-95)
"	"-1/5
"	mul_div_multiple
"((-13)/(-20))/((-6)/(-8))*(-120)/(-48)
"	"13/6
"	mul_div_multiple
"((4/10)/(838/16341))/(4*5/100)
"	"39
"	mul_div_multiple
"(18/4)/((-12)/(-2))*55200/12420*-12
"	"-40
"	mul_div_multiple
"605/(-44)*(-8)/((-48)/(-24))
"	"55
"	mul_div_multiple
"6/20*75/((-6975)/124)
"	"-2/5
"	mul_div_multiple
"((-29)/((-464)/192))/(10/(-25)*15/12)
"	"-24
"	mul_div_multiple
"((-93)/5)/((6/16)/(((-71775)/928)/(-165)))
"	"-93/4
"	mul_div_multiple
"((-24)/330)/(464/580)
"	"-1/11
"	mul_div_multiple
"(1/2)/(630/756)*(-140)/(-7)
"	"12
"	mul_div_multiple
"((-58)/(-26))/((-1086)/14118)
"	"-29
"	mul_div_multiple
"18*((-1184)/(-4662))/(-8)
"	"-4/7
"	mul_div_multiple
"(-1)/((9/6)/((-300)/1300))*(-5)/(-2)
"	"5/13
"	mul_div_multiple
"(-41*(-27)/12177)/(4/(-1540)*7)
"	"-5
"	mul_div_multiple
"(177/(-885))/(10/310)
"	"-31/5
"	mul_div_multiple
"(-10)/85*(-289)/136*136/10
"	"17/5
"	mul_div_multiple
"((-10)/(-15))/((-18)/42)*-36*10/320
"	"7/4
"	mul_div_multiple
"((-45)/18*(-336)/(-140))/(50/(-10))
"	"6/5
"	mul_div_multiple
"((-3)/(-15))/(((-471)/(-11618))/(30/(-4)))
"	"-37
"	mul_div_multiple
"(15181/(-136))/(2470/(-520))
"	"47/2
"	mul_div_multiple
"35*156/6825*(-95)/2
"	"-38
"	mul_div_multiple
"((-20)/(-16)*(-64)/840*-7)/(2/54)
"	"18
"	mul_div_multiple
"((30/(-12))/((-30)/72))/(((-14)/(-119))/1)
"	"51
"	mul_div_multiple
"108/(-30)*(-50)/(-15)*(203125/130)/(-125)
"	"150
"	mul_div_multiple
"((-2789)/44624)/((-92)/(-64))
"	"-1/23
"	mul_div_multiple
"(((-4)/70)/((-34)/((-9860)/(-87))))/((-30)/(-45))
"	"2/7
"	mul_div_multiple
"3276/(-26)*15/(-105)*3
"	"54
"	mul_div_multiple
"(-90)/(-3)*6120/(-7650)
"	"-24
"	mul_div_multiple
"((-66384)/309792)/((-10)/(-84))
"	"-9/5
"	mul_div_multiple
"((-54876)/3766)/(26/(-91))
"	"51
"	mul_div_multiple
"(8/(-58)*(-6)/(-16))/(-70*140/9800)
"	"3/58
"	mul_div_multiple
"((-3)/12)/(2792/(-55840))
"	"5
"	mul_div_multiple
"-48*25/(-16125)*-43
"	"-16/5
"	mul_div_multiple
